"","clinic","healthcare_system","year","hearing_screenings_mthly_avg","operating_expenses","expenses_per_patient"
"875",73,"Crescent Network",2002,71.028,3677780,9313.93883
"876",73,"Crescent Network",2007,71.993,3921278,10461.05868
"877",74,"Juniper Hearthstone",1952,42.138,748747,298.8462121
"878",74,"Juniper Hearthstone",1957,45.047,813338,335.9971151
"879",74,"Juniper Hearthstone",1962,47.747,893143,411.8006266
"880",74,"Juniper Hearthstone",1967,48.492,996380,498.6390265
"881",74,"Juniper Hearthstone",1972,49.767,1116779,496.5815922
"882",74,"Juniper Hearthstone",1977,52.208,1251524,745.3695408
"883",74,"Juniper Hearthstone",1982,55.078,1411807,797.2631074
"884",74,"Juniper Hearthstone",1987,57.18,1599200,773.9932141
"885",74,"Juniper Hearthstone",1992,59.685,1803195,977.4862725
"886",74,"Juniper Hearthstone",1997,55.558,1982823,1186.147994
"887",74,"Juniper Hearthstone",2002,44.593,2046772,1275.184575
"888",74,"Juniper Hearthstone",2007,42.592,2012649,1569.331442
"889",75,"Juniper Hearthstone",1952,38.48,863308,575.5729961
"890",75,"Juniper Hearthstone",1957,39.486,975950,620.9699901
"891",75,"Juniper Hearthstone",1962,40.502,1112796,634.1951625
"892",75,"Juniper Hearthstone",1967,41.536,1279406,713.6036483
"893",75,"Juniper Hearthstone",1972,42.614,1482628,803.0054535
"894",75,"Juniper Hearthstone",1977,43.764,1703617,640.3224383
"895",75,"Juniper Hearthstone",1982,44.852,1956875,572.1995694
"896",75,"Juniper Hearthstone",1987,46.027,2269414,506.1138573
"897",75,"Juniper Hearthstone",1992,40.802,1912974,636.6229191
"898",75,"Juniper Hearthstone",1997,42.221,2200725,609.1739508
"899",75,"Juniper Hearthstone",2002,43.753,2814651,531.4823679
"900",75,"Juniper Hearthstone",2007,45.678,3193942,414.5073415
"901",76,"Juniper Hearthstone",1952,42.723,1019729,2387.54806
"902",76,"Juniper Hearthstone",1957,45.289,1201578,3448.284395
"903",76,"Juniper Hearthstone",1962,47.808,1441863,6757.030816
"904",76,"Juniper Hearthstone",1967,50.227,1759224,18772.75169
"905",76,"Juniper Hearthstone",1972,52.773,2183877,21011.49721
"906",76,"Juniper Hearthstone",1977,57.442,2721783,21951.21176
"907",76,"Juniper Hearthstone",1982,62.155,3344074,17364.27538
"908",76,"Juniper Hearthstone",1987,66.234,3799845,11770.5898
"909",76,"Juniper Hearthstone",1992,68.755,4364501,9640.138501
"910",76,"Juniper Hearthstone",1997,71.555,4759670,9467.446056
"911",76,"Juniper Hearthstone",2002,72.737,5368585,9534.677467
"912",76,"Juniper Hearthstone",2007,73.952,6036914,12057.49928
"913",77,"Juniper Hearthstone",1952,36.681,4762912,1443.011715
"914",77,"Juniper Hearthstone",1957,38.865,5181679,1589.20275
"915",77,"Juniper Hearthstone",1962,40.848,5703324,1643.38711
"916",77,"Juniper Hearthstone",1967,42.881,6334556,1634.047282
"917",77,"Juniper Hearthstone",1972,44.851,7082430,1748.562982
"918",77,"Juniper Hearthstone",1977,46.881,8007166,1544.228586
"919",77,"Juniper Hearthstone",1982,48.969,9171477,1302.878658
"920",77,"Juniper Hearthstone",1987,49.35,10568642,1155.441948
"921",77,"Juniper Hearthstone",1992,52.214,12210395,1040.67619
"922",77,"Juniper Hearthstone",1997,54.978,14165114,986.2958956
"923",77,"Juniper Hearthstone",2002,57.286,16473477,894.6370822
"924",77,"Juniper Hearthstone",2007,59.443,19167654,1044.770126
"925",78,"Juniper Hearthstone",1952,36.256,2917802,369.1650802
"926",78,"Juniper Hearthstone",1957,37.207,3221238,416.3698064
"927",78,"Juniper Hearthstone",1962,38.41,3628608,427.9010856
"928",78,"Juniper Hearthstone",1967,39.487,4147252,495.5147806
"929",78,"Juniper Hearthstone",1972,41.766,4730997,584.6219709
"930",78,"Juniper Hearthstone",1977,43.767,5637246,663.2236766
"931",78,"Juniper Hearthstone",1982,45.642,6502825,632.8039209
"932",78,"Juniper Hearthstone",1987,47.457,7824747,635.5173634
"933",78,"Juniper Hearthstone",1992,49.42,10014249,563.2000145
"934",78,"Juniper Hearthstone",1997,47.495,10419991,692.2758103
"935",78,"Juniper Hearthstone",2002,45.009,11824495,665.4231186
"936",78,"Juniper Hearthstone",2007,48.303,13327079,759.3499101
"937",79,"Crescent Network",1952,48.463,6748378,1831.132894
"938",79,"Crescent Network",1957,52.102,7739235,1810.066992
"939",79,"Crescent Network",1962,55.737,8906385,2036.884944
"940",79,"Crescent Network",1967,59.371,10154878,2277.742396
"941",79,"Crescent Network",1972,63.01,11441462,2849.09478
"942",79,"Crescent Network",1977,65.256,12845381,3827.921571
"943",79,"Crescent Network",1982,68,14441916,4920.355951
"944",79,"Crescent Network",1987,69.5,16331785,5249.802653
"945",79,"Crescent Network",1992,70.693,18319502,7277.912802
"946",79,"Crescent Network",1997,71.938,20476091,10132.90964
"947",79,"Crescent Network",2002,73.044,22662365,10206.97794
"948",79,"Crescent Network",2007,74.241,24821286,12451.6558
"949",80,"Juniper Hearthstone",1952,33.685,3838168,452.3369807
"950",80,"Juniper Hearthstone",1957,35.307,4241884,490.3821867
"951",80,"Juniper Hearthstone",1962,36.936,4690372,496.1743428
"952",80,"Juniper Hearthstone",1967,38.487,5212416,545.0098873
"953",80,"Juniper Hearthstone",1972,39.977,5828158,581.3688761
"954",80,"Juniper Hearthstone",1977,41.714,6491649,686.3952693
"955",80,"Juniper Hearthstone",1982,43.916,6998256,618.0140641
"956",80,"Juniper Hearthstone",1987,46.364,7634008,684.1715576
"957",80,"Juniper Hearthstone",1992,48.388,8416215,739.014375
"958",80,"Juniper Hearthstone",1997,49.903,9384984,790.2579846
"959",80,"Juniper Hearthstone",2002,51.818,10580176,951.4097518
"960",80,"Juniper Hearthstone",2007,54.467,12031795,1042.581557
"961",81,"Juniper Hearthstone",1952,40.543,1022556,743.1159097
"962",81,"Juniper Hearthstone",1957,42.338,1076852,846.1202613
"963",81,"Juniper Hearthstone",1962,44.248,1146757,1055.896036
"964",81,"Juniper Hearthstone",1967,46.289,1230542,1421.145193
"965",81,"Juniper Hearthstone",1972,48.437,1332786,1586.851781
"966",81,"Juniper Hearthstone",1977,50.852,1456688,1497.492223
"967",81,"Juniper Hearthstone",1982,53.599,1622136,1481.150189
"968",81,"Juniper Hearthstone",1987,56.145,1841240,1421.603576
"969",81,"Juniper Hearthstone",1992,58.333,2119465,1361.369784
"970",81,"Juniper Hearthstone",1997,60.43,2444741,1483.136136
"971",81,"Juniper Hearthstone",2002,62.247,2828858,1579.019543
"972",81,"Juniper Hearthstone",2007,64.164,3270065,1803.151496
"973",82,"Juniper Hearthstone",1952,50.986,516556,1967.955707
"974",82,"Juniper Hearthstone",1957,58.089,609816,2034.037981
"975",82,"Juniper Hearthstone",1962,60.246,701016,2529.067487
"976",82,"Juniper Hearthstone",1967,61.557,789309,2475.387562
"977",82,"Juniper Hearthstone",1972,62.944,851334,2575.484158
"978",82,"Juniper Hearthstone",1977,64.93,913025,3710.982963
"979",82,"Juniper Hearthstone",1982,66.711,992040,3688.037739
"980",82,"Juniper Hearthstone",1987,68.74,1042663,4783.586903
"981",82,"Juniper Hearthstone",1992,69.745,1096202,6058.253846
"982",82,"Juniper Hearthstone",1997,70.736,1149818,7425.705295
"983",82,"Juniper Hearthstone",2002,71.954,1200206,9021.815894
"984",82,"Juniper Hearthstone",2007,72.801,1250882,10956.99112
"985",83,"Johnston Footily",1952,50.789,30144317,3478.125529
"986",83,"Johnston Footily",1957,55.19,35015548,4131.546641
"987",83,"Johnston Footily",1962,58.299,41121485,4581.609385
"988",83,"Johnston Footily",1967,60.11,47995559,5754.733883
"989",83,"Johnston Footily",1972,62.361,55984294,6809.40669
"990",83,"Johnston Footily",1977,65.032,63759976,7674.929108
"991",83,"Johnston Footily",1982,67.405,71640904,9611.147541
"992",83,"Johnston Footily",1987,69.498,80122492,8688.156003
"993",83,"Johnston Footily",1992,71.455,88111030,9472.384295
"994",83,"Johnston Footily",1997,73.67,95895146,9767.29753
"995",83,"Johnston Footily",2002,74.902,102479927,10742.44053
"996",83,"Johnston Footily",2007,76.195,108700891,11977.57496
"997",84,"Crescent Network",1952,42.244,800663,786.5668575
"998",84,"Crescent Network",1957,45.248,882134,912.6626085
"999",84,"Crescent Network",1962,48.251,1010280,1056.353958
"1000",84,"Crescent Network",1967,51.253,1149500,1226.04113
"1001",84,"Crescent Network",1972,53.754,1320500,1421.741975
"1002",84,"Crescent Network",1977,55.491,1528000,1647.511665
"1003",84,"Crescent Network",1982,57.489,1756032,2000.603139
"1004",84,"Crescent Network",1987,60.222,2015133,2338.008304
"1005",84,"Crescent Network",1992,61.271,2312802,1785.402016
"1006",84,"Crescent Network",1997,63.625,2494803,1902.2521
"1007",84,"Crescent Network",2002,65.033,2674234,2140.739323
"1008",84,"Crescent Network",2007,66.803,2874127,3095.772271
"1009",85,"Cascade Alliance",1952,59.164,413834,2647.585601
"1010",85,"Cascade Alliance",1957,61.448,442829,3682.259903
"1011",85,"Cascade Alliance",1962,63.728,474528,4649.593785
"1012",85,"Cascade Alliance",1967,67.178,501035,5907.850937
"1013",85,"Cascade Alliance",1972,70.636,527678,7778.414017
"1014",85,"Cascade Alliance",1977,73.066,560073,9595.929905
"1015",85,"Cascade Alliance",1982,74.101,562548,11222.58762
"1016",85,"Cascade Alliance",1987,74.865,569473,11732.51017
"1017",85,"Cascade Alliance",1992,75.435,621621,7003.339037
"1018",85,"Cascade Alliance",1997,75.445,692651,6465.613349
"1019",85,"Cascade Alliance",2002,73.981,720230,6557.194282
"1020",85,"Cascade Alliance",2007,74.543,684736,9253.896111
"1021",86,"Juniper Hearthstone",1952,42.873,9939217,1688.20357
"1022",86,"Juniper Hearthstone",1957,45.423,11406350,1642.002314
"1023",86,"Juniper Hearthstone",1962,47.924,13056604,1566.353493
"1024",86,"Juniper Hearthstone",1967,50.335,14770296,1711.04477
"1025",86,"Juniper Hearthstone",1972,52.862,16660670,1930.194975
"1026",86,"Juniper Hearthstone",1977,55.73,18396941,2370.619976
"1027",86,"Juniper Hearthstone",1982,59.65,20198730,2702.620356
"1028",86,"Juniper Hearthstone",1987,62.677,22987397,2755.046991
"1029",86,"Juniper Hearthstone",1992,65.393,25798239,2948.047252
"1030",86,"Juniper Hearthstone",1997,67.66,28529501,2982.101858
"1031",86,"Juniper Hearthstone",2002,69.615,31167783,3258.495584
"1032",86,"Juniper Hearthstone",2007,71.164,33757175,3820.17523
"1033",87,"Juniper Hearthstone",1952,31.286,6446316,468.5260381
"1034",87,"Juniper Hearthstone",1957,33.779,7038035,495.5868333
"1035",87,"Juniper Hearthstone",1962,36.161,7788944,556.6863539
"1036",87,"Juniper Hearthstone",1967,38.113,8680909,566.6691539
"1037",87,"Juniper Hearthstone",1972,40.328,9809596,724.9178037
"1038",87,"Juniper Hearthstone",1977,42.495,11127868,502.3197334
"1039",87,"Juniper Hearthstone",1982,42.795,12587223,462.2114149
"1040",87,"Juniper Hearthstone",1987,42.861,12891952,389.8761846
"1041",87,"Juniper Hearthstone",1992,44.284,13160731,410.8968239
"1042",87,"Juniper Hearthstone",1997,46.344,16603334,472.3460771
"1043",87,"Juniper Hearthstone",2002,44.026,18473780,633.6179466
"1044",87,"Juniper Hearthstone",2007,42.082,19951656,823.6856205
"1045",88,"Crescent Network",1952,36.319,20092996,331
"1046",88,"Crescent Network",1957,41.905,21731844,350
"1047",88,"Crescent Network",1962,45.108,23634436,388
"1048",88,"Crescent Network",1967,49.379,25870271,349
"1049",88,"Crescent Network",1972,53.07,28466390,357
"1050",88,"Crescent Network",1977,56.059,31528087,371
"1051",88,"Crescent Network",1982,58.056,34680442,424
"1052",88,"Crescent Network",1987,58.339,38028578,385
"1053",88,"Crescent Network",1992,59.32,40546538,347
"1054",88,"Crescent Network",1997,60.328,43247867,415
"1055",88,"Crescent Network",2002,59.908,45598081,611
"1056",88,"Crescent Network",2007,62.069,47761980,944
"1057",89,"Juniper Hearthstone",1952,41.725,485831,2423.780443
"1058",89,"Juniper Hearthstone",1957,45.226,548080,2621.448058
"1059",89,"Juniper Hearthstone",1962,48.386,621392,3173.215595
"1060",89,"Juniper Hearthstone",1967,51.159,706640,3793.694753
"1061",89,"Juniper Hearthstone",1972,53.867,821782,3746.080948
"1062",89,"Juniper Hearthstone",1977,56.437,977026,3876.485958
"1063",89,"Juniper Hearthstone",1982,58.968,1099010,4191.100511
"1064",89,"Juniper Hearthstone",1987,60.835,1278184,3693.731337
"1065",89,"Juniper Hearthstone",1992,61.999,1554253,3804.537999
"1066",89,"Juniper Hearthstone",1997,58.909,1774766,3899.52426
"1067",89,"Juniper Hearthstone",2002,51.479,1972153,4072.324751
"1068",89,"Juniper Hearthstone",2007,52.906,2055080,4811.060429
"1069",90,"Crescent Network",1952,36.157,9182536,545.8657229
"1070",90,"Crescent Network",1957,37.686,9682338,597.9363558
"1071",90,"Crescent Network",1962,39.393,10332057,652.3968593
"1072",90,"Crescent Network",1967,41.472,11261690,676.4422254
"1073",90,"Crescent Network",1972,43.971,12412593,674.7881296
"1074",90,"Crescent Network",1977,46.748,13933198,694.1124398
"1075",90,"Crescent Network",1982,49.594,15796314,718.3730947
"1076",90,"Crescent Network",1987,52.537,17917180,775.6324501
"1077",90,"Crescent Network",1992,55.727,20326209,897.7403604
"1078",90,"Crescent Network",1997,59.426,23001113,1010.892138
"1079",90,"Crescent Network",2002,61.34,25873917,1057.206311
"1080",90,"Crescent Network",2007,63.785,28901790,1091.359778
"1081",91,"Cascade Alliance",1952,72.13,10381988,8941.571858
"1082",91,"Cascade Alliance",1957,72.99,11026383,11276.19344
"1083",91,"Cascade Alliance",1962,73.23,11805689,12790.84956
"1084",91,"Cascade Alliance",1967,73.82,12596822,15363.25136
"1085",91,"Cascade Alliance",1972,73.75,13329874,18794.74567
"1086",91,"Cascade Alliance",1977,75.24,13852989,21209.0592
"1087",91,"Cascade Alliance",1982,76.05,14310401,21399.46046
"1088",91,"Cascade Alliance",1987,76.83,14665278,23651.32361
"1089",91,"Cascade Alliance",1992,77.42,15174244,26790.94961
"1090",91,"Cascade Alliance",1997,78.03,15604464,30246.13063
"1091",91,"Cascade Alliance",2002,78.53,16122830,33724.75778
"1092",91,"Cascade Alliance",2007,79.762,16570613,36797.93332
"1093",92,"Kaiser Permanente",1952,69.39,1994794,10556.57566
"1094",92,"Kaiser Permanente",1957,70.26,2229407,12247.39532
"1095",92,"Kaiser Permanente",1962,71.24,2488550,13175.678
"1096",92,"Kaiser Permanente",1967,71.52,2728150,14463.91893
"1097",92,"Kaiser Permanente",1972,71.89,2929100,16046.03728
"1098",92,"Kaiser Permanente",1977,72.22,3164900,16233.7177
"1099",92,"Kaiser Permanente",1982,73.84,3210650,17632.4104
"1100",92,"Kaiser Permanente",1987,74.32,3317166,19007.19129
"1101",92,"Kaiser Permanente",1992,76.33,3437674,18363.32494
"1102",92,"Kaiser Permanente",1997,77.55,3676187,21050.41377
"1103",92,"Kaiser Permanente",2002,79.11,3908037,23189.80135
"1104",92,"Kaiser Permanente",2007,80.204,4115771,25185.00911
"1105",93,"Johnston Footily",1952,42.314,1165790,3112.363948
"1106",93,"Johnston Footily",1957,45.432,1358828,3457.415947
"1107",93,"Johnston Footily",1962,48.632,1590597,3634.364406
"1108",93,"Johnston Footily",1967,51.884,1865490,4643.393534
"1109",93,"Johnston Footily",1972,55.151,2182908,4688.593267
"1110",93,"Johnston Footily",1977,57.47,2554598,5486.371089
"1111",93,"Johnston Footily",1982,59.298,2979423,3470.338156
"1112",93,"Johnston Footily",1987,62.008,3344353,2955.984375
"1113",93,"Johnston Footily",1992,65.843,4017939,2170.151724
"1114",93,"Johnston Footily",1997,68.426,4609572,2253.023004
"1115",93,"Johnston Footily",2002,70.836,5146848,2474.548819
"1116",93,"Johnston Footily",2007,72.899,5675356,2749.320965
"1117",94,"Juniper Hearthstone",1952,37.444,3379468,761.879376
"1118",94,"Juniper Hearthstone",1957,38.598,3692184,835.5234025
"1119",94,"Juniper Hearthstone",1962,39.487,4076008,997.7661127
"1120",94,"Juniper Hearthstone",1967,40.118,4534062,1054.384891
"1121",94,"Juniper Hearthstone",1972,40.546,5060262,954.2092363
"1122",94,"Juniper Hearthstone",1977,41.291,5682086,808.8970728
"1123",94,"Juniper Hearthstone",1982,42.598,6437188,909.7221354
"1124",94,"Juniper Hearthstone",1987,44.555,7332638,668.3000228
"1125",94,"Juniper Hearthstone",1992,47.391,8392818,581.182725
"1126",94,"Juniper Hearthstone",1997,51.313,9666252,580.3052092
"1127",94,"Juniper Hearthstone",2002,54.496,11140655,601.0745012
"1128",94,"Juniper Hearthstone",2007,56.867,12894865,619.6768924
"1129",95,"Juniper Hearthstone",1952,36.324,33119096,1077.281856
"1130",95,"Juniper Hearthstone",1957,37.802,37173340,1100.592563
"1131",95,"Juniper Hearthstone",1962,39.36,41871351,1150.927478
"1132",95,"Juniper Hearthstone",1967,41.04,47287752,1014.514104
"1133",95,"Juniper Hearthstone",1972,42.821,53740085,1698.388838
"1134",95,"Juniper Hearthstone",1977,44.514,62209173,1981.951806
"1135",95,"Juniper Hearthstone",1982,45.826,73039376,1576.97375
"1136",95,"Juniper Hearthstone",1987,46.886,81551520,1385.029563
"1137",95,"Juniper Hearthstone",1992,47.472,93364244,1619.848217
"1138",95,"Juniper Hearthstone",1997,47.464,106207839,1624.941275
"1139",95,"Juniper Hearthstone",2002,46.608,119901274,1615.286395
"1140",95,"Juniper Hearthstone",2007,46.859,135031164,2013.977305
"1141",96,"Cascade Alliance",1952,72.67,3327728,10095.42172
"1142",96,"Cascade Alliance",1957,73.44,3491938,11653.97304
"1143",96,"Cascade Alliance",1962,73.47,3638919,13450.40151
"1144",96,"Cascade Alliance",1967,74.08,3786019,16361.87647
"1145",96,"Cascade Alliance",1972,74.34,3933004,18965.05551
"1146",96,"Cascade Alliance",1977,75.37,4043205,23311.34939
"1147",96,"Cascade Alliance",1982,75.97,4114787,26298.63531
"1148",96,"Cascade Alliance",1987,75.89,4186147,31540.9748
"1149",96,"Cascade Alliance",1992,77.32,4286357,33965.66115
"1150",96,"Cascade Alliance",1997,78.32,4405672,41283.16433
"1151",96,"Cascade Alliance",2002,79.05,4535591,44683.97525
"1152",96,"Cascade Alliance",2007,80.196,4627926,49357.19017
"1153",97,"Crescent Network",1952,37.578,507833,1828.230307
"1154",97,"Crescent Network",1957,40.08,561977,2242.746551
"1155",97,"Crescent Network",1962,43.165,628164,2924.638113
"1156",97,"Crescent Network",1967,46.988,714775,4720.942687
"1157",97,"Crescent Network",1972,52.143,829050,10618.03855
"1158",97,"Crescent Network",1977,57.367,1004533,11848.34392
"1159",97,"Crescent Network",1982,62.728,1301048,12954.79101
"1160",97,"Crescent Network",1987,67.734,1593882,18115.22313
"1161",97,"Crescent Network",1992,71.197,1915208,18616.70691
"1162",97,"Crescent Network",1997,72.499,2283635,19702.05581
"1163",97,"Crescent Network",2002,74.193,2713462,19774.83687
"1164",97,"Crescent Network",2007,75.64,3204897,22316.19287
"1165",98,"Crescent Network",1952,43.436,41346560,684.5971438
"1166",98,"Crescent Network",1957,45.557,46679944,747.0835292
"1167",98,"Crescent Network",1962,47.67,53100671,803.3427418
"1168",98,"Crescent Network",1967,49.8,60641899,942.4082588
"1169",98,"Crescent Network",1972,51.929,69325921,1049.938981
"1170",98,"Crescent Network",1977,54.043,78152686,1175.921193
"1171",98,"Crescent Network",1982,56.158,91462088,1443.429832
"1172",98,"Crescent Network",1987,58.245,105186881,1704.686583
"1173",98,"Crescent Network",1992,60.838,120065004,1971.829464
"1174",98,"Crescent Network",1997,61.818,135564834,2049.350521
"1175",98,"Crescent Network",2002,63.61,153403524,2092.712441
"1176",98,"Crescent Network",2007,65.483,169270617,2605.94758
"1177",99,"Johnston Footily",1952,55.191,940080,2480.380334
"1178",99,"Johnston Footily",1957,59.201,1063506,2961.800905
"1179",99,"Johnston Footily",1962,61.817,1215725,3536.540301
"1180",99,"Johnston Footily",1967,64.071,1405486,4421.009084
"1181",99,"Johnston Footily",1972,66.216,1616384,5364.249663
"1182",99,"Johnston Footily",1977,68.681,1839782,5351.912144
"1183",99,"Johnston Footily",1982,70.472,2036305,7009.601598
"1184",99,"Johnston Footily",1987,71.523,2253639,7034.779161
"1185",99,"Johnston Footily",1992,72.462,2484997,6618.74305
"1186",99,"Johnston Footily",1997,73.738,2734531,7113.692252
"1187",99,"Johnston Footily",2002,74.712,2990875,7356.031934
"1188",99,"Johnston Footily",2007,75.537,3242173,9809.185636
"1189",100,"Johnston Footily",1952,62.649,1555876,1952.308701
"1190",100,"Johnston Footily",1957,63.196,1770902,2046.154706
"1191",100,"Johnston Footily",1962,64.361,2009813,2148.027146
"1192",100,"Johnston Footily",1967,64.951,2287985,2299.376311
"1193",100,"Johnston Footily",1972,65.815,2614104,2523.337977
"1194",100,"Johnston Footily",1977,66.353,2984494,3248.373311
"1195",100,"Johnston Footily",1982,66.874,3366439,4258.503604
"1196",100,"Johnston Footily",1987,67.378,3886512,3998.875695
"1197",100,"Johnston Footily",1992,68.225,4483945,4196.411078
"1198",100,"Johnston Footily",1997,69.4,5154123,4247.400261
"1199",100,"Johnston Footily",2002,70.755,5884491,3783.674243
"1200",100,"Johnston Footily",2007,71.752,6667147,4172.838464
"1201",101,"Johnston Footily",1952,43.902,8025700,3758.523437
"1202",101,"Johnston Footily",1957,46.263,9146100,4245.256698
"1203",101,"Johnston Footily",1962,49.096,10516500,4957.037982
"1204",101,"Johnston Footily",1967,51.445,12132200,5788.09333
"1205",101,"Johnston Footily",1972,55.448,13954700,5937.827283
"1206",101,"Johnston Footily",1977,58.447,15990099,6281.290855
"1207",101,"Johnston Footily",1982,61.406,18125129,6434.501797
"1208",101,"Johnston Footily",1987,64.134,20195924,6360.943444
"1209",101,"Johnston Footily",1992,66.458,22430449,4446.380924
"1210",101,"Johnston Footily",1997,68.386,24748122,5838.347657
"1211",101,"Johnston Footily",2002,69.906,26769436,5909.020073
"1212",101,"Johnston Footily",2007,71.421,28674757,7408.905561
"1213",102,"Crescent Network",1952,47.752,22438691,1272.880995
"1214",102,"Crescent Network",1957,51.334,26072194,1547.944844
"1215",102,"Crescent Network",1962,54.757,30325264,1649.552153
"1216",102,"Crescent Network",1967,56.393,35356600,1814.12743
"1217",102,"Crescent Network",1972,58.065,40850141,1989.37407
"1218",102,"Crescent Network",1977,60.06,46850962,2373.204287
"1219",102,"Crescent Network",1982,62.082,53456774,2603.273765
"1220",102,"Crescent Network",1987,64.151,60017788,2189.634995
"1221",102,"Crescent Network",1992,66.458,67185766,2279.324017
"1222",102,"Crescent Network",1997,68.564,75012988,2536.534925
"1223",102,"Crescent Network",2002,70.303,82995088,2650.921068
"1224",102,"Crescent Network",2007,71.688,91077287,3190.481016
"1225",103,"Cascade Alliance",1952,61.31,25730551,4029.329699
"1226",103,"Cascade Alliance",1957,65.77,28235346,4734.253019
"1227",103,"Cascade Alliance",1962,67.64,30329617,5338.752143
"1228",103,"Cascade Alliance",1967,69.61,31785378,6557.152776
"1229",103,"Cascade Alliance",1972,70.85,33039545,8006.506993
"1230",103,"Cascade Alliance",1977,70.67,34621254,9508.141454
"1231",103,"Cascade Alliance",1982,71.32,36227381,8451.531004
"1232",103,"Cascade Alliance",1987,70.98,37740710,9082.351172
"1233",103,"Cascade Alliance",1992,70.99,38370697,7738.881247
"1234",103,"Cascade Alliance",1997,72.75,38654957,10159.58368
"1235",103,"Cascade Alliance",2002,74.67,38625976,12002.23908
"1236",103,"Cascade Alliance",2007,75.563,38518241,15389.92468
"1237",104,"Cascade Alliance",1952,59.82,8526050,3068.319867
"1238",104,"Cascade Alliance",1957,61.51,8817650,3774.571743
"1239",104,"Cascade Alliance",1962,64.39,9019800,4727.954889
"1240",104,"Cascade Alliance",1967,66.6,9103000,6361.517993
"1241",104,"Cascade Alliance",1972,69.26,8970450,9022.247417
"1242",104,"Cascade Alliance",1977,70.41,9662600,10172.48572
"1243",104,"Cascade Alliance",1982,72.77,9859650,11753.84291
"1244",104,"Cascade Alliance",1987,74.06,9915289,13039.30876
"1245",104,"Cascade Alliance",1992,74.86,9927680,16207.26663
"1246",104,"Cascade Alliance",1997,75.97,10156415,17641.03156
"1247",104,"Cascade Alliance",2002,77.29,10433867,19970.90787
"1248",104,"Cascade Alliance",2007,78.098,10642836,20509.64777
"1249",105,"Johnston Footily",1952,64.28,2227000,3081.959785
"1250",105,"Johnston Footily",1957,68.54,2260000,3907.156189
"1251",105,"Johnston Footily",1962,69.62,2448046,5108.34463
"1252",105,"Johnston Footily",1967,71.1,2648961,6929.277714
"1253",105,"Johnston Footily",1972,72.16,2847132,9123.041742
"1254",105,"Johnston Footily",1977,73.44,3080828,9770.524921
"1255",105,"Johnston Footily",1982,73.75,3279001,10330.98915
"1256",105,"Johnston Footily",1987,74.63,3444468,12281.34191
"1257",105,"Johnston Footily",1992,73.911,3585176,14641.58711
"1258",105,"Johnston Footily",1997,74.917,3759430,16999.4333
"1259",105,"Johnston Footily",2002,77.778,3859606,18855.60618
"1260",105,"Johnston Footily",2007,78.746,3942491,19328.70901
"1261",106,"Juniper Hearthstone",1952,52.724,257700,2718.885295
"1262",106,"Juniper Hearthstone",1957,55.09,308700,2769.451844
"1263",106,"Juniper Hearthstone",1962,57.666,358900,3173.72334
"1264",106,"Juniper Hearthstone",1967,60.542,414024,4021.175739
"1265",106,"Juniper Hearthstone",1972,64.274,461633,5047.658563
"1266",106,"Juniper Hearthstone",1977,67.064,492095,4319.804067
"1267",106,"Juniper Hearthstone",1982,69.885,517810,5267.219353
"1268",106,"Juniper Hearthstone",1987,71.913,562035,5303.377488
"1269",106,"Juniper Hearthstone",1992,73.615,622191,6101.255823
"1270",106,"Juniper Hearthstone",1997,74.772,684810,6071.941411
"1271",106,"Juniper Hearthstone",2002,75.744,743981,6316.1652
"1272",106,"Juniper Hearthstone",2007,76.442,798094,7670.122558
"1273",107,"Cascade Alliance",1952,61.05,16630000,3144.613186
"1274",107,"Cascade Alliance",1957,64.1,17829327,3943.370225
"1275",107,"Cascade Alliance",1962,66.8,18680721,4734.997586
"1276",107,"Cascade Alliance",1967,66.8,19284814,6470.866545
"1277",107,"Cascade Alliance",1972,69.21,20662648,8011.414402
"1278",107,"Cascade Alliance",1977,69.46,21658597,9356.39724
"1279",107,"Cascade Alliance",1982,69.66,22356726,9605.314053
"1280",107,"Cascade Alliance",1987,69.53,22686371,9696.273295
"1281",107,"Cascade Alliance",1992,69.36,22797027,6598.409903
"1282",107,"Cascade Alliance",1997,69.72,22562458,7346.547557
"1283",107,"Cascade Alliance",2002,71.322,22404337,7885.360081
"1284",107,"Cascade Alliance",2007,72.476,22276056,10808.47561
"1285",108,"Juniper Hearthstone",1952,40,2534927,493.3238752
"1286",108,"Juniper Hearthstone",1957,41.5,2822082,540.2893983
"1287",108,"Juniper Hearthstone",1962,43,3051242,597.4730727
"1288",108,"Juniper Hearthstone",1967,44.1,3451079,510.9637142
"1289",108,"Juniper Hearthstone",1972,44.6,3992121,590.5806638
"1290",108,"Juniper Hearthstone",1977,45,4657072,670.0806011
"1291",108,"Juniper Hearthstone",1982,46.218,5507565,881.5706467
"1292",108,"Juniper Hearthstone",1987,44.02,6349365,847.991217
"1293",108,"Juniper Hearthstone",1992,23.599,7290203,737.0685949
"1294",108,"Juniper Hearthstone",1997,36.087,7212583,589.9445051
"1295",108,"Juniper Hearthstone",2002,43.413,7852401,785.6537648
"1296",108,"Juniper Hearthstone",2007,46.242,8860588,863.0884639
"1297",109,"Juniper Hearthstone",1952,46.471,60011,879.5835855
"1298",109,"Juniper Hearthstone",1957,48.945,61325,860.7369026
"1299",109,"Juniper Hearthstone",1962,51.893,65345,1071.551119
"1300",109,"Juniper Hearthstone",1967,54.425,70787,1384.840593
